Title,URL,Abstract,Conclusion
Absence of gamma-sarcoglycan alters the response of p70S6 kinase to mechanical perturbation in murine skeletal muscle,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4095884/,"Abstract Background The dystrophin glycoprotein complex (DGC) is located at the sarcolemma of muscle fibers, providing structural integrity. When only the sarcoglycan subcomplex is absent, muscles display severe myofiber degeneration, but little susceptibility to contractile damage, suggesting that disease occurs not by structural deficits but through aberrant signaling, namely, loss of normal mechanotransduction signaling through the sarcoglycan complex. We extended our previous studies on mechanosensitive, γ-sarcoglycan-dependent ERK1/2 phosphorylation, to determine whether additional pathways are altered with the loss of γ-sarcoglycan. Methods We examined mechanotransduction in the presence and absence of γ-sarcoglycan, using C2C12 myotubes, and primary cultures and isolated muscles from C57Bl/6 (C57) and γ-sarcoglycan-null (γ-SG -/- ) mice.","Identification of major pathways that directly regulate gene expression and protein synthesis/degradation demonstrate that multiple inputs (mechanical, chemical, and metabolic) can converge on final common pathways for muscle growth and adaptation (reviewed in [ 45 ]). Further, as previously shown, passive stretch causes greater Ca 2+ influx into myotubes lacking members of the SG complex [ 17 ], raising the possibility that the mechanical signal transduction pathways we evaluated previously may be modulated not only by the SG complex, but also by additional channels in the sarcolemma. Further studies will be needed to elucidate the details of crosstalk between SG-dependent and integrin-dependent signaling pathways, as well as the role of calcium in these signaling cascades.Based on our findings, we position γSG as a mechanosensor, schematized in Figure 6 , that is important for transient ERK1/2 activation during active contractions, as well as modulation of p70S6K activation during passive stretch."
AtRabD2b and AtRabD2c have overlapping functions in pollen development and pollen tube growth.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3040128/,"Abstract Background Rab GTPases are important regulators of endomembrane trafficking, regulating exocytosis, endocytosis and membrane recycling. AtrabD2b and AtrabD2c single mutants have no obvious morphological changes compared with wild-type plants across a variety of growth conditions. Compared with wild-type plants, AtrabD2b/2c mutants produce deformed pollen with swollen and branched pollen tube tips. Conclusions These findings support a partially redundant role for AtRabD2b and AtRabD2c in vesicle trafficking during pollen tube growth that cannot be fulfilled by the remaining AtRabD family members.","Using the bioinformatics tool MetaOmGraph ( http://www.metnetdb.org ) [ 25 , 26 ] to determine the pairwise Pearsons correlation value between the expression patterns of all of the 57 AtRab genes (Additional file 1 , Table S1), we found that among the four AtRabDs, only the expression of AtRabD2b and AtRabD2c are highly correlated. Third, computational analysis of public microarray data, together with studies of the expression pattern directed by the AtRabD2b and AtRabD2c promoters, indicated that both are widely expressed in most organs and several cell types, with high expression in pollen. This is consistent with the idea that AtRabD2b and AtRabD2c are required for vesicle trafficking in multiple cell types, and that the highest demand for this process may be in pollen and pollen tubes, in order to optimally support the large secretory requirement of these very rapidly elongating cells."
TNO1 is involved in salt tolerance and vacuolar trafficking in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3177255/,"Abstract The Arabidopsis ( Arabidopsis thaliana ) soluble N -ethylmaleimide-sensitive factor attachment protein receptor SYP41 is involved in vesicle fusion at the trans-Golgi network (TGN) and interacts with AtVPS45, SYP61, and VTI12. A tno1 mutant showed increased sensitivity to high concentrations of NaCl, KCl, and LiCl and also to mannitol-induced osmotic stress. The tno1 mutant had delayed formation of the brefeldin A (BFA) compartment in cotyledons upon application of BFA, suggesting less efficient membrane fusion processes in the mutant. These data demonstrate that TNO1 is involved in vacuolar trafficking and salt tolerance, potentially via roles in vesicle fusion and in maintaining TGN structure or identity.","In addition, myosin-related proteins, a putative ATP-binding protein, and tethering factors including USO1 in yeast, tgolgin-1 in mouse, and gigantin in human were identified with high significance, primarily due to the presence of long coiled-coil regions in these proteins. Phenotype of the tno1 Knockout Mutant To determine the function of TNO1, the tno1 mutant was isolated and four major phenotypes were identified: sensitivity to high salt and osmotic stress, partial secretion of some vacuolar proteins, mislocalization of SYP61, and delayed BFA compartment formation in cotyledon cells. Extensive investigations of cation transporters in yeast, plants, and mammalian cells have shown that cation/H + antiporters in the Golgi, TGN, endosome, and PVC regulate the pH and cation concentration in these organelles, affecting vesicle trafficking, and knockdown of VHAa1 in Arabidopsis also leads to increased salt sensitivity ( Brett et al., 2002 , 2005 ; Nakamura et al., 2005 ; Pardo et al., 2006 ; Fuji et al., 2007 ; Krebs et al., 2010 )."
Functional redundancy between trans-Golgi network SNARE family members in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11500582/,"In the present research, we investigated subcellular localization of an uncharacterized Arabidopsis thaliana protein reported to interact with a trans -Golgi network-localized Qa-SNARE, SYNTAXIN OF PLANTS 43. Based on the similarity of its amino acid sequence to metazoan fucosyltransferases, we have named this novel protein AtGTLP ( Arabidopsis thaliana G lycosyl T ransferase- L ike P rotein) and predicted that it should be a member of yet uncharacterized family of Arabidopsis fucosyltransferases, as it shows no significant sequence similarity to fucosyltransferases previously identified in Arabidopsis. AtGTLP is a membrane-anchored protein, which exhibits a type II-like topology, with a single transmembrane helix and a globular domain in the C-terminal part of its amino acid sequence. As single atgtlp−/− mutants showed no obvious difference in phenotype (primary root length and fresh mass), AtGTLP and proteins related to AtGTLP with high similarity in amino acid sequences may have redundant functions.","The general role of TGN is to receive proteins modified in Golgi and direct them either for vacuoles, the plasma membrane or for secretion ( Griffiths and Simons 1986 ) and therefore, this organelle is considered to be an important hub in the membrane traffic system, where cargo proteins are sorted, before being dispatched for their next destination ( Keller and Simons 1997 ). Despite the fact that characteristics of AtGTLP, such as its trans -Golgi localization, type II topology and the presence of O -FUT-like conserved domain, seem to agree with the assumption that it is a member of the glycosyltransferase family, the data currently available are not enough to conclusively state that AtGTLP is a GT or a type of FUT, precisely. Under standard growth conditions, atgtlp−/− single mutant displayed phenotype indistinguishable from Col-0 plants and one possible explanation for this result is that AtGTLP and related proteins with high amino acid sequence similarity to AtGTLP might have redundant functions."
Root growth movements: Waving and skewing.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5387210/,"Abstract Background The movement of plant roots within the soil is key to their ability to interact with the environment and maximize anchorage and nutrient acquisition. Directional growth of roots occurs by a combination of sensing external cues, hormonal signaling and cytoskeletal changes in the root cells. Roots growing on slanted, impenetrable growth medium display a characteristic waving and skewing, and mutants with deviations in these phenotypes assist in identifying genes required for root movement. Results We found that Arabidopsis thaliana TNO1 (TGN-localized SYP41-interacting protein), a putative tethering factor localized at the trans -Golgi network, affects root skewing.","Owing to anomalies such as these, Wasteneys (2004) proposed that CFR could arise due to torsional handedness inherent to roots, and the correlation between CFR and MT array orientations could result from signaling between the MT array and cell wall machinery. Disrupting MT arrays therefore affects cellulose synthesis, deposition and orientation, while conversely, inhibiting cellulose synthase activity causes defects in MT arrays [ 69 , 70 ], which can potentially affect directional growth patterns [ 18 ]. Since CESTRIN does not affect the bulk secretory and endocytic routes, the SYP61-decorated domain of the TGN and its associated proteins such as TNO1 seem to be crucial for cellulose deposition and, indirectly, MT stability."
Gravitropism and lateral root emergence are dependent on the trans-Golgi network protein TNO1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4642138/,"Abstract The trans -Golgi network (TGN) is a dynamic organelle that functions as a relay station for receiving endocytosed cargo, directing secretory cargo, and trafficking to the vacuole. Mutant roots have delayed lateral root emergence, decreased gravitropic bending of plant organs and increased sensitivity to the auxin analog 2,4-dichlorophenoxyacetic acid and the natural auxin 3-indoleacetic acid. Auxin asymmetry at the tips of elongating stage II lateral roots was reduced in the tno1 mutant, suggesting a role for TNO1 in cellular auxin transport during lateral root emergence. Together these studies demonstrate a role for TNO1 in mediating auxin responses during root development and gravistimulation, potentially through trafficking of auxin transport proteins.","The gravitropic bending defect in tno1 roots and hypocotyls can be rescued by exogenous application of 1-NAA and IAA, perhaps by overriding endogenous auxin levels and routes of polar auxin transport, thus restoring auxin responses. Since TNO1 associates with the SNARE machinery at the TGN, and its loss causes a mis-localization of SYP61 as well as vacuolar sorting defects ( Kim and Bassham, 2011 ), the SYP41/SYP61/VTI12 complex in conjunction with TNO1 may regulate auxin transport by affecting auxin transporter trafficking and turnover. Secretory cargo, including various cell wall remodeling enzymes, traffics via the Golgi and TGN toward the extracellular space ( Foresti and Denecke, 2008 ; Toyooka et al., 2009 ; De Caroli et al., 2011 ), in a pathway potentially mediated by SYP61 ( Drakakaki et al., 2012 )."
"TNO1, a TGN-localized SNARE-interacting protein, modulates root skewing in Arabidopsis thaliana.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5387210/,"Abstract Background The movement of plant roots within the soil is key to their ability to interact with the environment and maximize anchorage and nutrient acquisition. Directional growth of roots occurs by a combination of sensing external cues, hormonal signaling and cytoskeletal changes in the root cells. Roots growing on slanted, impenetrable growth medium display a characteristic waving and skewing, and mutants with deviations in these phenotypes assist in identifying genes required for root movement. Results We found that Arabidopsis thaliana TNO1 (TGN-localized SYP41-interacting protein), a putative tethering factor localized at the trans -Golgi network, affects root skewing.","Owing to anomalies such as these, Wasteneys (2004) proposed that CFR could arise due to torsional handedness inherent to roots, and the correlation between CFR and MT array orientations could result from signaling between the MT array and cell wall machinery. Disrupting MT arrays therefore affects cellulose synthesis, deposition and orientation, while conversely, inhibiting cellulose synthase activity causes defects in MT arrays [ 69 , 70 ], which can potentially affect directional growth patterns [ 18 ]. Since CESTRIN does not affect the bulk secretory and endocytic routes, the SYP61-decorated domain of the TGN and its associated proteins such as TNO1 seem to be crucial for cellulose deposition and, indirectly, MT stability."
The Drosophila SUN protein Spag4 cooperates with the coiled-coil protein Yuri Gagarin to maintain association of the basal body and spermatid nucleus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2915878/,"Here, we characterize the presumed Drosophila ortholog of the mammalian SUN protein, sperm-associated antigen 4 (Spag4, previously named Giacomo), and demonstrate that Spag4 is required for centriole and nuclear attachment during spermatogenesis. Production of spag4 mRNA is limited to the testis, and Spag4 protein shows a dynamic pattern of association with the germline nuclei, including a concentration of protein at the site of attachment of the single spermatid centriole. This role of Spag4 in centriolar attachment does not involve either of the two KASH proteins of the Drosophila genome (Klarsicht and MSP-300), but does require the coiled-coil protein Yuri Gagarin. Yuri shows an identical pattern of localization at the nuclear surface to Spag4 during spermatogenesis, and epistasis studies show that the activities of Yuri and dynein-dynactin are downstream of spag4 in this centriole attachment pathway.","Tates, PhD thesis, Leiden University, 1971; Tokuyasu, 1974 ) have shown that the initial cap component of the dense complex forms in a tight compartment between the nuclear membranes proper and a layer of closely apposed ER tubule. The overall similar behavior of p50:GFP and Yuri in the spag4 mutant supports the hypothesis of direct interaction with dynein, but at the same time indicates that Yuri is not directly associated with the dynactin component per se, because the precise localizations of Yuri and p50:GFP on the developing BB in the spag4 -null mutant are distinctly different (compare Fig. Although BB behavior has not been examined for a mutation to Pros-α6T (a testis-specific proteasome subunit), nevertheless, curled, mislocalized spermatid nuclei are found in this mutant along with aberrant actin cone formation and failed individualization ( Zhong and Belote, 2007 )."
Toll mediated infection response is altered by gravity and spaceflight in Drosophila,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3901686/,"Abstract Space travel presents unlimited opportunities for exploration and discovery, but requires better understanding of the biological consequences of long-term exposure to spaceflight. Focusing on infections mediated through the conserved Toll and Imd signaling pathways, we found that hypergravity improves resistance to Toll-mediated fungal infections except in a known gravitaxis mutant of the yuri gagarin gene. These results led to the first spaceflight project on Drosophila immunity, in which flies that developed to adulthood in microgravity were assessed for immune responses by transcription profiling on return to Earth. Our major findings are that hypergravity and spaceflight have opposing effects, and that spaceflight produces stress-related transcriptional responses and results in a specific inability to mount a Toll-mediated infection response.","In one arm, Psh, moderated by suppression from Nec, senses fungal virulence factors and other danger signals, leading to activation of the Spätzle Processing Enzyme (SPE), cleavage of the Spz prodomain, and binding of processed Spz to the Toll transmembrane receptor . Adults Raised during Spaceflight have an Altered Transcriptional Profile Comparing the transcription profiles of uninfected space and Earth flies provides valuable insights into the biological processes affected by the µg environment and thus generates clues as to the origin of the differing effects on Imd and Toll mediated responses. Six genes associated with apoptosis are upregulated: starvin , which is a cochaperone associated with heat shock protein 70 (Hsp70) ; the caspase Damm , which can trigger apoptosis when overexpressed ; Pdk1 , a serine/threonine kinase that is a negative regulator of apoptosis ; Drep-3 , one of four Drosophila DNA fragmentation factor-related proteins ; dream , a serine threonine rich caspase ; and Rab3-GEF , a Ras superfamily member predicted to regulate the cell cycle and apoptosis ."
Multi-omics analysis of multiple missions to space reveal a theme of lipid dysregulation in mouse liver,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6985101/,"[Abstract Not Found; Full Article Summary]: doi: 10.1038/s41598-020-58490-w Author Correction: Multi-omics analysis of multiple missions to space reveal a theme of lipid dysregulation in mouse liver Afshin Beheshti Afshin Beheshti 1 Wyle Labs, Space Biosciences Division, NASA Ames Research Center, Moffett Field, CA USA Find articles by Afshin Beheshti 1, ✉, # , Kaushik Chakravarty Kaushik Chakravarty 2 twoXAR Inc, Mountain View, CA USA Find articles by Kaushik Chakravarty 2, # , Homer Fogle Homer Fogle 1 Wyle Labs, Space Biosciences Division, NASA Ames Research Center, Moffett Field, CA USA Find articles by Homer Fogle 1 , Hossein Fazelinia Hossein Fazelinia 3 Protein and Proteomics Core Facility, and the Department of Biomedical and Health Informatics, The Children’s Hospital of Philadelphia, Philadelphia, PA 19104 USA Find articles by Hossein Fazelinia 3 , Willian A da Silveira Willian A da Silveira 4 Institute for Global Food Security, Queens University Belfast, Belfast, UK Find articles by Willian A da Silveira 4 , Valery Boyko Valery Boyko 1 Wyle Labs, Space Biosciences Division, NASA Ames Research Center, Moffett Field, CA USA Find articles by Valery Boyko 1 , San-Huei Lai Polo San-Huei Lai Polo 1 Wyle Labs, Space Biosciences Division, NASA Ames Research Center, Moffett Field, CA USA Find articles by San-Huei Lai Polo 1 , Amanda M Saravia-Butler Amanda M Saravia-Butler 5 Logyx LLC, Space Biosciences Division, NASA Ames Research Center, Moffett Field, CA USA Find articles by Amanda M Saravia-Butler 5 , Gary Hardiman Gary Hardiman 4 Institute for Global Food Security, Queens University Belfast, Belfast, UK Find articles by Gary Hardiman 4 , Deanne Taylor Deanne Taylor 6 Department of Biomedical and Health Informatics, The Children’s Hospital of Philadelphia, and the Department of Pediatrics, The University of Pennsylvania Perelman School of Medicine, Philadelphia, PA 19104 USA Find articles by Deanne Taylor 6 , Jonathan M Galazka Jonathan M Galazka 7 NASA Ames Research Center, Moffett Field, CA USA Find articles by Jonathan M Galazka 7 , Sylvain V Costes Sylvain V Costes 7 NASA Ames Research Center, Moffett Field, CA USA Find articles by Sylvain V Costes 7, ✉ Author information Article notes Copyright and License information 1 Wyle Labs, Space Biosciences Division, NASA Ames Research Center, Moffett Field, CA USA 2 twoXAR Inc, Mountain View, CA USA 3 Protein and Proteomics Core Facility, and the Department of Biomedical and Health Informatics, The Children’s Hospital of Philadelphia, Philadelphia, PA 19104 USA 4 Institute for Global Food Security, Queens University Belfast, Belfast, UK 5 Logyx LLC, Space Biosciences Division, NASA Ames Research Center, Moffett Field, CA USA 6 Department of Biomedical and Health Informatics, The Children’s Hospital of Philadelphia, and the Department of Pediatrics, The University of Pennsylvania Perelman School of Medicine, Philadelphia, PA 19104 USA 7 NASA Ames Research Center, Moffett Field, CA USA ✉ Corresponding author. © The Author(s) 2020 Open Access This article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons license, and indicate if changes were made. PMC Copyright notice PMCID: PMC6985101 PMID: 31988426 This corrects the article "" Multi-omics analysis of multiple missions to space reveal a theme of lipid dysregulation in mouse liver "" in volume 9, 19195. Correction to: Scientific Reports 10.1038/s41598-019-55869-2, published online 16 December 2019 In the original version of this Article, Hossein Fazelinia was incorrectly affiliated with ‘Department of Biomedical and Health Informatics, The Children’s Hospital of Philadelphia, Philadelphia, USA; Center for Mitochondrial and Epigenomic Medicine, The Children’s Hospital of Philadelphia, Philadelphia, USA’. Hossein Fazelinia: Protein and Proteomics Core Facility, and the Department of Biomedical and Health Informatics, The Children’s Hospital of Philadelphia, Philadelphia, PA 19104, USA Deanne Taylor: Department of Biomedical and Health Informatics, The Children’s Hospital of Philadelphia, and the Department of Pediatrics, The University of Pennsylvania Perelman School of Medicine, Philadelphia, PA 19104, USA These errors have now been corrected in the PDF and HTML versions of the Article.","[Conclusion Not Found; Full Article Summary]: doi: 10.1038/s41598-020-58490-w Author Correction: Multi-omics analysis of multiple missions to space reveal a theme of lipid dysregulation in mouse liver Afshin Beheshti Afshin Beheshti 1 Wyle Labs, Space Biosciences Division, NASA Ames Research Center, Moffett Field, CA USA Find articles by Afshin Beheshti 1, ✉, # , Kaushik Chakravarty Kaushik Chakravarty 2 twoXAR Inc, Mountain View, CA USA Find articles by Kaushik Chakravarty 2, # , Homer Fogle Homer Fogle 1 Wyle Labs, Space Biosciences Division, NASA Ames Research Center, Moffett Field, CA USA Find articles by Homer Fogle 1 , Hossein Fazelinia Hossein Fazelinia 3 Protein and Proteomics Core Facility, and the Department of Biomedical and Health Informatics, The Children’s Hospital of Philadelphia, Philadelphia, PA 19104 USA Find articles by Hossein Fazelinia 3 , Willian A da Silveira Willian A da Silveira 4 Institute for Global Food Security, Queens University Belfast, Belfast, UK Find articles by Willian A da Silveira 4 , Valery Boyko Valery Boyko 1 Wyle Labs, Space Biosciences Division, NASA Ames Research Center, Moffett Field, CA USA Find articles by Valery Boyko 1 , San-Huei Lai Polo San-Huei Lai Polo 1 Wyle Labs, Space Biosciences Division, NASA Ames Research Center, Moffett Field, CA USA Find articles by San-Huei Lai Polo 1 , Amanda M Saravia-Butler Amanda M Saravia-Butler 5 Logyx LLC, Space Biosciences Division, NASA Ames Research Center, Moffett Field, CA USA Find articles by Amanda M Saravia-Butler 5 , Gary Hardiman Gary Hardiman 4 Institute for Global Food Security, Queens University Belfast, Belfast, UK Find articles by Gary Hardiman 4 , Deanne Taylor Deanne Taylor 6 Department of Biomedical and Health Informatics, The Children’s Hospital of Philadelphia, and the Department of Pediatrics, The University of Pennsylvania Perelman School of Medicine, Philadelphia, PA 19104 USA Find articles by Deanne Taylor 6 , Jonathan M Galazka Jonathan M Galazka 7 NASA Ames Research Center, Moffett Field, CA USA Find articles by Jonathan M Galazka 7 , Sylvain V Costes Sylvain V Costes 7 NASA Ames Research Center, Moffett Field, CA USA Find articles by Sylvain V Costes 7, ✉ Author information Article notes Copyright and License information 1 Wyle Labs, Space Biosciences Division, NASA Ames Research Center, Moffett Field, CA USA 2 twoXAR Inc, Mountain View, CA USA 3 Protein and Proteomics Core Facility, and the Department of Biomedical and Health Informatics, The Children’s Hospital of Philadelphia, Philadelphia, PA 19104 USA 4 Institute for Global Food Security, Queens University Belfast, Belfast, UK 5 Logyx LLC, Space Biosciences Division, NASA Ames Research Center, Moffett Field, CA USA 6 Department of Biomedical and Health Informatics, The Children’s Hospital of Philadelphia, and the Department of Pediatrics, The University of Pennsylvania Perelman School of Medicine, Philadelphia, PA 19104 USA 7 NASA Ames Research Center, Moffett Field, CA USA ✉ Corresponding author. © The Author(s) 2020 Open Access This article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons license, and indicate if changes were made. PMC Copyright notice PMCID: PMC6985101 PMID: 31988426 This corrects the article "" Multi-omics analysis of multiple missions to space reveal a theme of lipid dysregulation in mouse liver "" in volume 9, 19195. Correction to: Scientific Reports 10.1038/s41598-019-55869-2, published online 16 December 2019 In the original version of this Article, Hossein Fazelinia was incorrectly affiliated with ‘Department of Biomedical and Health Informatics, The Children’s Hospital of Philadelphia, Philadelphia, USA; Center for Mitochondrial and Epigenomic Medicine, The Children’s Hospital of Philadelphia, Philadelphia, USA’. Hossein Fazelinia: Protein and Proteomics Core Facility, and the Department of Biomedical and Health Informatics, The Children’s Hospital of Philadelphia, Philadelphia, PA 19104, USA Deanne Taylor: Department of Biomedical and Health Informatics, The Children’s Hospital of Philadelphia, and the Department of Pediatrics, The University of Pennsylvania Perelman School of Medicine, Philadelphia, PA 19104, USA These errors have now been corrected in the PDF and HTML versions of the Article."
